scan_date,ticker,direction,recommended_contract,recommended_dte,recommended_volume,recommended_oi,recommended_spread_pct,overnight_score,premium_score,active_days_20d,median_vol_20d,mean_vol_20d,max_vol_20d,scan_day_vs_mean_ratio,fillable_entry_day,next_day_pct,day2_pct,day3_pct,peak_return_3d,outcome_tier,is_win
2026-04-10,ADP,BEARISH,O:ADP260508P00180000,27,19,6,0.0465,5,1,3,0.0,0.5,6,19.0,False,3.490653574242549,3.331745236005453,4.306371189652694,0.28073811810162325,flat,False
2026-04-10,APO,BEARISH,O:APO260424P00099000,13,20,4,0.0736,6,0,1,0.0,1.0,20,20.0,False,5.437281308249124,10.107402852727482,15.592636090839415,0.73839457592015,flat,False
2026-04-10,CDNS,BEARISH,O:CDNS260522P00270000,41,20,0,0.0,5,1,0,0.0,0.0,0,20.0,False,8.484533692325236,10.054202784456626,14.469625123660165,0.1656247757648498,flat,False
2026-04-10,CRCL,BULLISH,O:CRCL260522C00097000,41,14,2,0.0089,4,1,3,0.0,0.25,2,14.0,False,12.085416066760308,19.82053369351377,19.85460772724489,25.522492203805612,home_run,True
2026-04-10,DECK,BEARISH,O:DECK260522P00098000,41,24,5,0.0243,5,1,1,0.0,1.2,24,20.0,False,0.2595952064235473,-0.046358651405756936,0.9364015822195734,1.103283729885673,directional,True
2026-04-10,CHTR,BEARISH,O:CHTR260522P00215000,41,131,0,0.0288,4,1,0,0.0,0.0,0,131.0,False,3.4183360989661913,-1.4852356620881288,0.6717819605761901,1.7457270816195931,directional,True
2026-04-10,CRWV,BULLISH,O:CRWV260522C00109000,41,26,5,0.0858,6,0,1,0.0,0.25,5,26.0,True,8.107839846143536,14.901957792394303,16.362747491574755,18.990198771158852,home_run,True
2026-04-10,DAVE,BULLISH,O:DAVE260508C00205000,27,15,15,0.0,5,0,2,0.0,1.25,15,12.0,True,5.242438316602397,15.290434446273633,24.049404023515457,24.69661665942624,home_run,True
2026-04-10,CLSK,BEARISH,O:CLSK260508P00009500,27,502,35,0.094,4,1,5,0.0,3.8,38,132.10526315789474,True,7.385231825168027,12.475054468699325,12.375251785247869,3.6926185775421767,strong,True
2026-04-10,CAR,BULLISH,O:CAR260501C00275000,20,33,5,0.011,5,0,1,0.0,0.4,8,33.0,True,23.694742203649064,37.21410867459951,31.94971961514699,38.44769279376708,home_run,True
2026-04-10,GBDC,BULLISH,O:GBDC260515C00015000,34,20,229,0.0,4,0,2,0.0,2.25,44,8.88888888888889,False,0.23603281760946662,3.1471255442741564,5.664833242925101,5.664833242925101,home_run,True
2026-04-10,BANC,BEARISH,O:BANC260515P00020000,34,750,3827,0.0606,1,1,6,0.0,447.75,3753,1.6750418760469012,True,0.7049874990467325,0.4338419618420314,0.7049874990467325,1.3015143007621917,directional,True
2026-04-10,DASH,BEARISH,O:DASH260424P00165000,13,13,3,0.0007,4,0,3,0.0,0.2,2,13.0,False,4.607419458875048,7.189672992369772,17.928298308162102,1.5198573948656113,directional,True
2026-04-10,FIX,BULLISH,O:FIX260515C01840000,34,22,13,0.0519,2,0,3,0.0,0.4,6,22.0,True,2.195453315697125,3.618692427911786,3.5232641657354216,4.9665974719290755,strong,True
2026-04-10,FFIV,BEARISH,O:FFIV260515P00270000,34,2250,750,0.0328,7,0,1,0.0,112.5,2250,20.0,False,2.85014572451563,1.8563895108540933,3.2020966626032994,0.9557956782299186,flat,False
2026-04-10,GDDY,BEARISH,O:GDDY260508P00080000,27,330,3,0.0131,6,0,2,0.0,0.15,2,330.0,False,3.354769766984716,0.0378354077742622,3.8340292988456057,1.2170551794145776,directional,True
2026-04-10,ELF,BEARISH,O:ELF260424P00067000,13,31,13,0.0022,4,1,7,0.0,1.5,12,20.666666666666668,True,0.7523456879810162,5.788425496512991,7.262399217490508,1.6428718584465616,directional,True
2026-04-10,ESTA,BEARISH,O:ESTA260515P00065000,34,5000,2250,0.0,5,0,1,0.0,250.0,5000,20.0,False,4.535634106903663,10.450246481032725,10.666224639228385,0.3156670543279577,flat,False
2026-04-10,GNK,BULLISH,O:GNK260515C00025000,34,42,236,0.0,6,0,7,0.0,13.35,211,3.146067415730337,True,2.7897028452337014,2.231758346885056,3.733905906840964,4.077253218884117,strong,True
2026-04-10,HUM,BEARISH,O:HUM260522P00190000,41,16,1,0.0311,2,1,1,0.0,0.05,1,16.0,True,3.1641924161015127,2.1129360988119603,3.237051843449125,1.1085067538584794,directional,True
2026-04-10,DLTR,BEARISH,O:DLTR260501P00104000,20,21,2,0.0,6,0,2,0.0,0.1,1,21.0,False,2.5916597221677264,1.1250609431896688,1.7880480472673936,1.3360108280229754,directional,True
2026-04-10,LLY,BEARISH,O:LLY260501P00940000,20,44,7,0.0431,5,0,10,0.5,1.6,7,27.5,True,-1.0559158043398167,-1.806337615889813,-3.6658936105596798,5.47542451628312,home_run,True
2026-04-10,DPZ,BEARISH,O:DPZ260515P00300000,34,50,100,0.0404,3,0,11,1.5,4.9,50,10.204081632653061,True,0.7869890892924271,0.8799052951863333,0.5793161153760791,0.991936788026025,flat,False
2026-04-10,MCO,BEARISH,O:MCO260515P00430000,34,25,51,0.0905,2,0,13,1.0,1.3,5,19.23076923076923,True,2.8543986690911476,2.4917520784711926,4.538966696753404,0.5030275927973199,flat,False
2026-04-10,KTOS,BEARISH,O:KTOS260424P00071000,13,21,7,0.0,2,0,5,0.0,0.4,3,21.0,True,4.563552817398079,4.7199369663198345,6.14160315909777,1.0378154530117156,directional,True
2026-04-10,INTU,BEARISH,O:INTU260522P00350000,41,84,20,0.0134,7,0,4,0.0,1.1,15,76.36363636363636,False,5.271557087082194,4.519287568521329,11.050322340201495,-0.30489820642417576,wrong,False
2026-04-10,ODD,BEARISH,O:ODD260424P00013500,13,20,60,0.0,2,1,2,0.0,3.0,40,6.666666666666667,True,-1.651755252215912,-0.6882291453834695,3.991738862197156,4.817619244968649,strong,True
2026-04-10,MRK,BULLISH,O:MRK260508C00131000,27,1066,29,0.0457,5,0,4,0.0,1.65,17,646.0606060606061,True,-1.045954928447616,-1.2024385731570955,-2.899026909999255,-0.09882799229302355,wrong,False
2026-04-10,IBM,BEARISH,O:IBM260522P00230000,41,20,5,0.0,6,0,1,0.0,0.25,5,20.0,True,3.059458885516883,4.1211666980676664,6.084244692216078,-0.40734830483714535,wrong,False
2026-04-10,LYV,BEARISH,O:LYV260424P00148000,13,184,184,0.0019,4,0,3,0.0,9.35,184,19.67914438502674,False,3.194471150571718,3.5431837469935066,-2.9702924688842725,4.464787241456312,strong,True
2026-04-10,LUV,BULLISH,O:LUV260508C00043000,27,31,1,0.0944,2,0,1,0.0,0.05,1,31.0,True,-0.2780567165332385,4.297265726828111,5.409506478613374,7.178972512332922,home_run,True
2026-04-10,MTN,BEARISH,O:MTN260515P00125000,34,10,163,0.0131,3,0,11,1.0,8.6,116,1.1627906976744187,True,1.8065165212960395,0.9775515110561471,0.2815325936803456,1.5562702327223241,directional,True
2026-04-10,PI,BEARISH,O:PI260515P00090000,34,14,4,0.0155,4,0,2,0.0,0.2,3,14.0,False,3.121921493473163,4.72719749644536,6.81504735520253,2.440421055780056,directional,True
2026-04-10,MTZ,BULLISH,O:MTZ260515C00370000,34,12,7,0.0418,4,0,9,0.0,0.9,5,12.0,True,1.198712084870362,1.292844983233894,1.0658344843083778,2.8791304792612458,directional,True
2026-04-10,MDB,BEARISH,O:MDB260508P00220000,27,41,8,0.0402,6,0,1,0.0,0.5,10,41.0,True,4.509847041225249,3.385707503215595,8.015046496390246,0.5886279631832214,flat,False
2026-04-10,MTSI,BULLISH,O:MTSI260515C00240000,34,15,226,0.0,4,0,14,2.5,12.25,69,1.2244897959183674,False,2.138624959440737,2.2509834674109337,1.18166815005593,3.0762030889809524,strong,True
2026-04-10,NOW,BEARISH,O:NOW260522P00091000,41,110,17,0.0672,6,0,3,0.0,7.3,110,15.068493150684931,False,7.301201877823796,5.77108544039439,13.481930652296686,-1.421687114669616,wrong,False
2026-04-10,LMT,BULLISH,O:LMT260501C00620000,20,80,17,0.0,3,0,6,0.0,1.7,12,47.05882352941177,True,0.972756703611781,-0.348690430514938,-0.42690875546870355,1.432250825396756,directional,True
2026-04-10,PATH,BEARISH,O:PATH260522P00008500,41,28,10,0.0723,7,0,2,0.0,0.7,12,28.0,True,7.889124579521122,6.823032598759819,13.113002736431186,0.31982535746560997,flat,False
2026-04-10,RBRK,BEARISH,O:RBRK260424P00037000,13,14,0,0.0,5,0,0,0.0,0.0,0,14.0,False,10.95640404097594,9.632501208164511,17.233509724609814,-0.5249963833082435,wrong,False
2026-04-10,SCHW,BEARISH,O:SCHW260501P00094000,20,76,8,0.093,5,1,5,0.0,0.85,11,76.0,True,2.0991570838896063,3.776368410778451,5.770038653023638,0.632914611558871,flat,False
2026-04-10,QBTS,BEARISH,O:QBTS260522P00014000,41,71,12,0.0897,4,0,1,0.0,1.4,28,50.714285714285715,False,2.8070148668791117,19.08771447968065,46.035083971525495,3.087716353567023,strong,True
2026-04-10,ONON,BEARISH,O:ONON260508P00029000,27,1375,3,0.0235,5,0,3,0.0,0.15,1,1375.0,True,1.9075965028583823,6.050676098523668,5.603577660732591,1.1922458245039969,directional,True
2026-04-10,MELI,BEARISH,O:MELI260522P01785000,41,13,0,0.0897,4,1,0,0.0,0.0,0,13.0,True,3.2678331930222475,3.759951418278172,5.533382664614053,0.7243689062006773,flat,False
2026-04-10,SCVL,BULLISH,O:SCVL260515C00017500,34,15,15,0.0,1,1,1,0.0,0.75,15,15.0,False,-0.39728015289134005,1.305337011746456,3.121453327434417,3.7457473702923196,strong,True
2026-04-10,RH,BEARISH,O:RH260501P00124000,20,12,1,0.0144,3,0,1,0.0,0.1,2,12.0,True,0.5096362642961672,4.093009412886707,3.137445670059674,0.9874212948792588,flat,False
2026-04-10,ROKU,BULLISH,O:ROKU260508C00111000,27,11,0,0.0,4,0,0,0.0,0.0,0,11.0,False,0.8295107785929734,3.9718951063992827,6.694644121259577,7.231382115173192,home_run,True
2026-04-10,XYZ,BULLISH,O:XYZ260522C00068000,41,30,2,0.0,3,0,1,0.0,0.1,2,30.0,True,3.2475903869825116,6.350484768294057,9.276529293734923,9.855308410055763,home_run,True
2026-04-13,ACN,BEARISH,O:ACN260424P00187500,10,63,11,0.0228,4,0,3,0.0,0.55,8,63.0,True,-0.8231335674980405,1.067986454805945,1.067986454805945,1.2711672274884351,directional,True
2026-04-10,SHAK,BULLISH,O:SHAK260522C00103000,41,82,9,0.0148,3,0,1,0.0,2.0,40,41.0,True,2.06875725167722,4.208500290265155,2.5960837328316733,6.165705751350016,home_run,True
2026-04-10,TEM,BEARISH,O:TEM260508P00044000,27,95,35,0.0064,7,0,3,0.0,2.15,28,44.18604651162791,True,7.079644951644924,15.346992965293147,31.369352229650936,0.9315302386414858,flat,False
2026-04-10,UAL,BEARISH,O:UAL260508P00095000,27,16,4,0.0952,3,1,2,0.0,0.2,3,16.0,True,-1.2448164437321765,0.8298723529483213,-2.209547050760995,3.319505240412674,strong,True
2026-04-10,SCCO,BULLISH,O:SCCO260508C00210000,27,54,4,0.0038,2,0,2,0.0,0.2,2,54.0,True,1.9837997937331209,0.42064557394448365,-1.6929772269641616,3.308056021905509,strong,True
2026-04-10,SATS,BULLISH,O:SATS260501C00143000,20,22,5,0.0463,6,0,1,0.0,1.1,22,20.0,True,-2.3641005896587535,1.4620119921480066,2.1774627806582423,5.6691849154774845,home_run,True
2026-04-10,SBET,BEARISH,O:SBET260424P00006500,13,97,356,0.05,4,0,9,0.0,19.45,209,4.987146529562982,True,2.7607332709376866,9.509200406220799,16.10429711137082,3.527607947039452,strong,True
2026-04-10,TWLO,BEARISH,O:TWLO260424P00118000,13,100,5,0.002,5,1,2,0.0,0.75,12,100.0,False,5.60135815025034,5.397365065873348,13.956657309153202,1.2324717821995905,directional,True
2026-04-13,ANET,BULLISH,O:ANET260529C00180000,45,74,0,0.0874,4,0,0,0.0,0.0,0,74.0,True,1.5458460184103997,1.5195381075218242,5.913691952924567,5.913691952924567,home_run,True
2026-04-10,VRT,BULLISH,O:VRT260508C00330000,27,65,18,0.0966,7,0,2,0.0,1.45,21,44.827586206896555,True,1.643452087383725,5.218396450687874,2.0500842608211722,5.879160806166552,home_run,True
2026-04-13,AG,BULLISH,O:AG260529C00023500,45,25,0,0.0405,4,0,0,0.0,0.0,0,25.0,True,3.6092429578705807,1.8286806901448904,1.2993226037562355,4.57170135821139,strong,True
2026-04-13,AFL,BULLISH,O:AFL260501C00107000,17,14,0,0.0192,5,0,0,0.0,0.0,0,14.0,False,-0.17834631584960814,0.7490666639322215,1.4000348532839804,1.5694680986970804,directional,True
2026-04-13,AFRM,BEARISH,O:AFRM260522P00053000,38,21,1,0.0,4,2,1,0.0,0.05,1,21.0,False,7.408119482055454,14.720028731739015,15.989991878577788,-1.0486807574532204,wrong,False
2026-04-10,ZETA,BEARISH,O:ZETA260522P00014000,41,10,3,0.087,4,0,1,0.0,0.15,3,10.0,True,6.981520290492256,10.882962100886061,18.891176175451054,0.4106763125608224,flat,False
2026-04-13,APPF,BULLISH,O:APPF260515C00155000,31,14,16,0.0,2,1,1,0.0,0.7,14,14.0,False,0.21545673167964904,4.268785759730374,4.504448366460529,7.2919513220546825,home_run,True
2026-04-10,WHR,BEARISH,O:WHR260515P00057500,34,50,106,0.0,5,1,9,0.0,5.85,36,8.547008547008547,False,-0.8494093447232756,-2.1943010834123626,-1.344894708901076,3.6099783742645073,strong,True
2026-04-13,AXP,BULLISH,O:AXP260522C00350000,38,52,12,0.0,7,0,2,0.0,0.6,10,52.0,True,0.9696718717429843,1.618182187200839,0.5991012802251272,2.6496182744995314,directional,True
2026-04-13,BKNG,BULLISH,O:BKNG260501C00178400,17,17,1,0.0786,4,0,1,0.0,0.1,2,17.0,True,2.1833540858603664,4.761637484573343,4.124117099347672,6.16078881181682,home_run,True
2026-04-13,APLD,BULLISH,O:APLD260508C00029000,24,288,68,0.0786,5,0,9,0.0,6.1,30,47.21311475409836,True,14.021736642588733,11.630432847617325,9.021739683289454,15.652174189470811,home_run,True
2026-04-13,BE,BULLISH,O:BE260522C00210000,38,11,0,0.0029,6,0,0,0.0,0.0,0,11.0,True,23.976905405160405,21.039223602134285,18.899642021052678,29.931512453590216,home_run,True
2026-04-13,BX,BULLISH,O:BX260522C00130000,38,10,2,0.0,4,0,1,0.0,0.15,3,10.0,True,3.702185052581427,6.870794977348758,5.1797774444364695,8.964049822003012,home_run,True
2026-04-13,APO,BEARISH,O:APO260424P00107000,10,125,14,0.004,2,0,5,0.0,1.1,10,113.63636363636363,False,4.429285761549991,9.631651583017135,9.877214696310821,-1.6825857678561251,wrong,False
2026-04-13,BXP,BEARISH,O:BXP260515P00057500,31,10,11,0.0,1,1,2,0.0,0.55,10,10.0,False,2.725403732120356,4.405451381698303,4.853459340947008,0.33601009959223965,flat,False
2026-04-13,AXON,BEARISH,O:AXON260515P00330000,31,180,42,0.097,4,1,10,0.5,3.95,25,45.56962025316456,True,5.90328541878111,11.831602668237148,9.301222526559416,-2.8056617136232043,wrong,False
2026-04-13,BLK,BULLISH,O:BLK260508C01000000,24,24,0,0.0,4,0,0,0.0,0.0,0,24.0,False,3.019592496825089,2.4373541333402553,0.12699176201582796,4.918673374688617,strong,True
2026-04-13,BSX,BEARISH,O:BSX260424P00067000,10,2500,4,0.0,4,0,4,0.0,250.2,2501,9.992006394884093,False,1.0129783077306411,2.2633754516485642,0.3798641483781462,0.0633121404741409,flat,False
2026-04-13,BA,BEARISH,O:BA260424P00222500,10,130,3,0.0866,5,2,1,0.0,0.15,3,130.0,True,0.7337734187723739,0.805794848195401,-1.4675407928277153,3.034125372970024,strong,True
2026-04-13,AVAV,BEARISH,O:AVAV260522P00175000,38,14,16,0.0007,3,1,2,0.0,0.15,2,14.0,True,0.06687806598124964,2.073150969157532,3.9096689609363016,0.9619814432527645,flat,False
2026-04-13,DLTR,BEARISH,O:DLTR260501P00103000,17,70,15,0.0,2,0,3,0.0,0.85,11,70.0,False,-1.4295523656659972,-0.7833135894891883,-2.1541170026673986,2.6632687142765303,directional,True
2026-04-13,DHI,BEARISH,O:DHI260424P00142000,10,20,1,0.0271,1,1,1,0.0,0.05,1,20.0,True,0.6374281161227654,-0.09007347866543684,-0.6789952861389783,1.0670038896052103,directional,True
2026-04-13,CAR,BULLISH,O:CAR260424C00405000,10,21,0,0.0048,5,0,0,0.0,0.0,0,21.0,True,10.929623880378902,6.673671602833315,21.015609009549106,21.829600280315898,home_run,True
2026-04-13,CVNA,BULLISH,O:CVNA260508C00375000,24,60,0,0.0915,5,0,0,0.0,0.0,0,60.0,True,4.158429998351697,3.2872175723733252,0.8266735976772395,7.4400868427645,home_run,True
2026-04-13,CRDO,BULLISH,O:CRDO260508C00155000,24,13,0,0.0444,7,0,0,0.0,0.0,0,13.0,True,18.725814433209976,25.29771219374487,18.286687016806518,25.759155418802553,home_run,True
2026-04-13,EL,BEARISH,O:EL260424P00073500,10,10,0,0.0,2,0,0,0.0,0.0,0,10.0,False,2.5083811790010935,2.7498302805111963,1.05968656994048,0.4426542981849392,flat,False
2026-04-13,DELL,BULLISH,O:DELL260522C00195000,38,101,3,0.0066,7,0,2,0.0,0.3,4,101.0,True,-2.782025129439936,-6.591496507035732,1.7387619673800692,2.1128631918213925,directional,True
2026-04-13,FFIV,BEARISH,O:FFIV260515P00310000,31,2250,750,0.0186,2,0,1,0.0,112.5,2250,20.0,False,-0.9662151704612149,0.342200267685655,3.3515608946199738,1.211127770296195,directional,True
2026-04-13,ESTA,BEARISH,O:ESTA260515P00065000,31,5000,2250,0.0,2,0,1,0.0,250.0,5000,20.0,False,5.657983720492041,5.864590925542849,2.5270218312626618,-0.301971726560014,wrong,False
2026-04-13,DOCN,BULLISH,O:DOCN260501C00089000,17,21,7,0.0422,5,0,2,0.0,1.1,21,19.09090909090909,False,-8.038065671413317,-2.7043957875639766,10.717416182766716,10.95530580516092,home_run,True
2026-04-13,GS,BEARISH,O:GS260529P00885000,45,10,0,0.0072,5,1,0,0.0,0.0,0,10.0,False,2.114977141954056,0.976660069643242,1.0339137170376898,0.07746207457004049,flat,False
2026-04-13,DUOL,BEARISH,O:DUOL260522P00095000,38,31,1,0.0067,5,0,1,0.0,0.05,1,31.0,False,-2.2131946065725914,5.613170939053645,10.606219339508378,2.7263943580310137,directional,True
2026-04-13,HUT,BULLISH,O:HUT260501C00074000,17,700,47,0.0378,5,0,1,0.0,2.35,47,297.8723404255319,True,2.838299690036591,1.9065314476643058,1.6628414119055437,7.006884496146378,home_run,True
2026-04-13,FIGR,BULLISH,O:FIGR260508C00042000,24,20,0,0.0,4,0,0,0.0,0.0,0,20.0,False,-2.2240807090761368,-0.9730360525861363,-0.6672239581975834,2.807894195819653,directional,True
2026-04-13,INTU,BEARISH,O:INTU260424P00357500,10,27,0,0.0638,5,1,0,0.0,0.0,0,27.0,False,-0.7145983669963316,5.489389676457105,4.78291071664208,1.3831781690489315,directional,True
2026-04-13,FTNT,BEARISH,O:FTNT260529P00079000,45,20,0,0.0,4,0,0,0.0,0.0,0,20.0,False,-0.050803977340370066,1.143001510856544,4.648211234288686,1.6890987273185418,directional,True
2026-04-13,DG,BEARISH,O:DG260424P00116000,10,10,62,0.0515,2,1,6,0.0,8.3,94,1.2048192771084336,False,0.2767032851673821,1.9285574028121286,3.530103321065839,1.3499903355031853,directional,True
2026-04-13,GLW,BULLISH,O:GLW260508C00195000,24,378,5,0.0925,6,0,4,0.0,0.35,3,378.0,True,-1.3415497378439445,-3.9390282168973285,-5.18924368838574,-0.2625982109566707,wrong,False
2026-04-13,MDB,BEARISH,O:MDB260529P00240000,45,20,0,0.0205,6,0,0,0.0,0.0,0,20.0,False,-1.0756305143069202,3.3539415425568575,6.352163712055751,2.176674853900223,directional,True
2026-04-13,FIS,BEARISH,O:FIS260529P00047000,45,35,35,0.0,4,0,2,0.0,3.5,35,10.0,False,1.1845779501105502,4.070643322903767,4.7167756448088864,0.30152721187304754,flat,False
2026-04-13,MA,BULLISH,O:MA260529C00525000,45,20,10,0.0435,4,0,1,0.0,1.0,20,20.0,False,0.9005413395200884,2.237607057425826,1.9583896392590676,2.7252354479936813,directional,True
2026-04-13,JLL,BULLISH,O:JLL260515C00350000,31,11,14,0.0,4,0,0,0.0,0.0,0,11.0,False,0.9767644836008209,2.3633424092802437,2.9980862185468213,3.962529702497182,strong,True
2026-04-13,KKR,BEARISH,O:KKR260424P00098000,10,22,3,0.0488,5,2,1,0.0,0.15,3,22.0,True,2.333401574460751,5.8182173162024595,3.9535323446774053,-0.4789083048212369,wrong,False
2026-04-13,LYV,BULLISH,O:LYV260515C00180000,31,1503,1505,0.0723,6,0,5,0.0,75.35,1503,19.946914399469147,True,0.33791864548447753,-5.9739275137468315,-3.095585120751493,1.7077015760064047,directional,True
2026-04-13,MDGL,BULLISH,O:MDGL260515C00580000,31,45,2,0.043,3,0,2,0.0,0.1,1,45.0,False,-0.12936058090150837,-1.3487516712302794,-0.17311055117753707,2.5681478703666354,directional,True
2026-04-13,LYFT,BULLISH,O:LYFT260501C00012500,17,30,9,0.0,4,0,6,0.0,0.65,5,30.0,False,0.8088238099042133,7.794116525089042,8.235296081094184,10.220586552339444,home_run,True
2026-04-13,MMM,BEARISH,O:MMM260501P00152500,17,10,1,0.0,2,1,1,0.0,0.05,1,10.0,True,-0.15707634546906182,-1.0144607021637082,-1.4660625356647554,1.7671337535894802,directional,True
2026-04-13,LITE,BULLISH,O:LITE260508C00925000,24,16,1,0.0764,6,0,1,0.0,0.05,1,16.0,False,-2.1109325251562483,-5.414494161295594,2.3003249274690707,3.880941967719077,strong,True
2026-04-13,NOG,BULLISH,O:NOG260515C00028000,31,10,824,0.0876,6,0,15,4.0,11.45,42,0.8733624454148472,True,-5.796037031636905,-5.099043142944252,-5.355835520687655,-1.5407184424508837,wrong,False
2026-04-13,MELI,BULLISH,O:MELI260529C01890000,45,24,0,0.0321,5,0,0,0.0,0.0,0,24.0,False,0.47654845871225626,2.1938608526083114,-0.534954671695292,3.251761803125661,strong,True
2026-04-13,NBIS,BULLISH,O:NBIS260529C00190000,45,31,0,0.0854,8,0,0,0.0,0.0,0,31.0,True,4.774846300081681,7.899847484770274,6.974635311782235,9.155025047791916,home_run,True
2026-04-13,MTN,BEARISH,O:MTN260515P00120000,31,62,193,0.0952,2,0,10,0.5,11.55,100,5.367965367965367,True,-0.8142609331790649,-1.4979292306505947,-0.6683072986681954,3.303120868475985,strong,True
2026-04-13,OMC,BEARISH,O:OMC260515P00075000,31,13,2460,0.0206,2,1,17,9.5,532.9,3840,0.024394820791893413,True,0.6315833643863076,1.9605235049599095,3.6315817581979855,0.1842097232216283,flat,False
2026-04-13,NEE,BEARISH,O:NEE260515P00097500,31,800,56,0.0249,5,0,6,0.0,3.25,50,246.15384615384616,True,-1.0725920275257281,-1.1484313501955212,-0.509207116950498,2.5135391582517914,directional,True
2026-04-13,MTSI,BULLISH,O:MTSI260515C00270000,31,13,128,0.0896,4,0,11,1.0,2.45,17,5.3061224489795915,True,0.11000774863800765,-0.9369177779048745,-0.8382910034008347,0.9179485616086009,flat,False
2026-04-13,MTZ,BULLISH,O:MTZ260515C00400000,31,15,415,0.0,4,0,5,0.0,21.35,404,0.702576112412178,False,0.09301453930720521,-0.13130698284263748,-2.0270784712248697,1.6605102221823247,directional,True
2026-04-13,NEM,BULLISH,O:NEM260522C00122000,38,10,2,0.0,4,0,2,0.0,0.2,3,10.0,False,2.4034360959294525,-2.9699562956846832,-2.6523573715799356,3.1931340950241416,strong,True
2026-04-13,NCLH,BEARISH,O:NCLH260529P00020000,45,68,0,0.0491,5,0,0,0.0,0.0,0,68.0,True,4.096743102605573,4.244821516453094,-1.1352384667052997,1.1845979379878069,directional,True
2026-04-13,NVMI,BULLISH,O:NVMI260515C00520000,31,11,5,0.0124,4,0,1,0.0,0.05,1,11.0,True,1.577821686463331,2.0511592362939624,1.4180562694761705,3.4968364328787302,strong,True
2026-04-13,PGR,BULLISH,O:PGR260515C00200000,31,115,159,0.0787,4,0,13,3.0,5.0,22,23.0,True,-1.493212237365019,0.8317862041083677,1.954202144963237,2.866158884668447,directional,True
2026-04-13,NOW,BEARISH,O:NOW260522P00091000,38,110,17,0.0672,6,1,3,0.0,7.3,110,15.068493150684931,False,-1.426003912500178,5.760164430054174,8.28655113564591,2.1783036755198415,directional,True
2026-04-13,PGY,BEARISH,O:PGY260515P00011000,31,17,548,0.087,2,1,16,22.0,28.95,100,0.5872193436960277,True,4.246796705783938,13.782049753727051,17.868590049254585,-1.7628189844962843,wrong,False
2026-04-13,ODD,BEARISH,O:ODD260424P00013500,10,20,60,0.0,4,0,2,0.0,3.0,40,6.666666666666667,False,0.9797082237633459,5.738276113906557,4.898528839175402,0.4198772411733452,flat,False
2026-04-13,PCG,BULLISH,O:PCG260529C00018000,45,10007,0,0.0606,5,0,0,0.0,0.0,0,10007.0,True,-1.014659154777991,-1.9729459433571646,-2.0856773436674185,0.5073276420859991,flat,False
